latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
30.17048,75.18417,333.3,1,1,2024-05-08,0504,T,73,6.1NRT,313.57,13.09,D
30.27654,74.34687,334.35,1.04,1.02,2024-05-08,0504,T,74,6.1NRT,318.08,12.38,D
30.13583,75.36507,329.81,1,1,2024-05-08,0504,T,64,6.1NRT,311.41,9.71,D
29.85273,77.19436,323.45,1.06,1.03,2024-05-08,0504,T,64,6.1NRT,302.81,9.97,D
30.26283,74.31215,331.64,1.04,1.02,2024-05-08,0504,T,68,6.1NRT,317.62,7.71,D
30.24685,74.36326,332.91,1.04,1.02,2024-05-08,0504,T,60,6.1NRT,318.46,9,D
30.23789,74.3617,337.54,1.04,1.02,2024-05-08,0504,T,79,6.1NRT,318,16.69,D
30.16335,74.91104,338.18,1.01,1.01,2024-05-08,0504,T,81,6.1NRT,315.92,19.41,D
30.10639,75.31811,331.15,1,1,2024-05-08,0504,T,68,6.1NRT,312.48,11.33,D
30.10496,75.32823,329.05,1,1,2024-05-08,0504,T,61,6.1NRT,311.48,8.83,D
30.09498,75.25752,334.06,1,1,2024-05-08,0504,T,74,6.1NRT,313.93,14.64,D
30.02821,75.5979,333.64,1,1,2024-05-08,0504,T,75,6.1NRT,310.59,15.88,D
30.11712,74.90673,341.46,1.01,1.01,2024-05-08,0504,T,84,6.1NRT,316.41,24.13,D
30.24821,73.86551,337.61,1.07,1.03,2024-05-08,0504,T,78,6.1NRT,320.86,14.62,D
30.1352,74.71006,339.44,1.02,1.01,2024-05-08,0504,T,82,6.1NRT,316.28,19.58,D
29.82018,76.74966,322.9,1.03,1.01,2024-05-08,0504,T,53,6.1NRT,305.23,6.31,D
30.09447,74.80819,334.44,1.02,1.01,2024-05-08,0504,T,74,6.1NRT,315.87,12.38,D
29.98865,75.55946,327.97,1,1,2024-05-08,0504,T,59,6.1NRT,310.4,8.48,D
30.12218,74.53821,335.01,1.03,1.01,2024-05-08,0504,T,75,6.1NRT,319.09,11.88,D
30.12078,74.5486,336.8,1.03,1.01,2024-05-08,0504,T,78,6.1NRT,320.04,14.76,D
30.04738,75.08231,329.86,1.01,1,2024-05-08,0504,T,62,6.1NRT,314.54,8.05,D
29.92584,75.85239,327.27,1,1,2024-05-08,0504,T,60,6.1NRT,309.36,8.2,D
29.8185,76.57349,325.06,1.02,1.01,2024-05-08,0504,T,60,6.1NRT,305.66,9.04,D
30.04586,74.95065,330.97,1.01,1,2024-05-08,0504,T,64,6.1NRT,315.56,8.62,D
30.11937,74.34998,332.31,1.04,1.02,2024-05-08,0504,T,67,6.1NRT,318.45,9.12,D
30.0906,74.49461,339.18,1.03,1.01,2024-05-08,0504,T,81,6.1NRT,320.74,17.95,D
29.9853,75.25217,329.91,1,1,2024-05-08,0504,T,62,6.1NRT,313.85,8.56,D
30.09299,74.40968,332.91,1.03,1.02,2024-05-08,0504,T,69,6.1NRT,319.13,8.57,D
29.85083,75.99375,326.57,1,1,2024-05-08,0504,T,59,6.1NRT,308.11,7.93,D
29.84934,76.00385,330.83,1,1,2024-05-08,0504,T,72,6.1NRT,308.72,13.41,D
30.06899,74.38411,340.3,1.03,1.02,2024-05-08,0504,T,82,6.1NRT,318.81,21.54,D
30.00559,74.8492,331.64,1.01,1.01,2024-05-08,0504,T,66,6.1NRT,315.79,9.03,D
30.4038,71.56295,325.47,1.38,1.16,2024-05-08,0504,T,42,6.1NRT,309.87,14.12,D
29.88634,75.56543,328.14,1,1,2024-05-08,0504,T,59,6.1NRT,310.33,8.33,D
29.84425,75.77872,327.42,1,1,2024-05-08,0504,T,58,6.1NRT,309.62,8.22,D
29.84278,75.7888,328.52,1,1,2024-05-08,0504,T,63,6.1NRT,309.15,9.55,D
30.0023,74.6001,334.48,1.02,1.01,2024-05-08,0504,T,72,6.1NRT,319.84,11.06,D
29.93252,75.10107,334.06,1.01,1,2024-05-08,0504,T,72,6.1NRT,315.92,12.92,D
29.93109,75.11121,332.91,1.01,1,2024-05-08,0504,T,69,6.1NRT,316.13,11.41,D
29.97886,74.63824,335.13,1.02,1.01,2024-05-08,0504,T,69,6.1NRT,317.46,11.18,D
29.88362,74.99857,335.21,1.01,1,2024-05-08,0504,T,74,6.1NRT,316.91,13.4,D
29.88329,74.93596,337.27,1.01,1,2024-05-08,0504,T,78,6.1NRT,316.54,15.63,D
29.88187,74.94614,342.34,1.01,1,2024-05-08,0504,T,85,6.1NRT,317.02,24.35,D
29.85641,75.04996,331.51,1.01,1,2024-05-08,0504,T,63,6.1NRT,316.14,8.55,D
29.81622,75.33302,328.25,1,1,2024-05-08,0504,T,49,6.1NRT,312.93,7.52,D
29.75661,75.68378,326.18,1,1,2024-05-08,0504,T,37,6.1NRT,309.5,6.25,D
29.78709,75.4104,336.92,1,1,2024-05-08,0504,T,78,6.1NRT,313.27,19.69,D
29.66592,76.23723,330.14,1.01,1.01,2024-05-08,0504,T,70,6.1NRT,307.35,13.39,D
29.70365,75.92213,327.81,1,1,2024-05-08,0504,T,61,6.1NRT,307.51,9.96,D
29.87364,74.66622,335.05,1.02,1.01,2024-05-08,0504,T,65,6.1NRT,320.51,8.92,D
29.72147,75.6772,327.43,1,1,2024-05-08,0504,T,53,6.1NRT,310.11,7.59,D
29.85871,74.64254,335.54,1.02,1.01,2024-05-08,0504,T,72,6.1NRT,320.07,10.89,D
29.70829,75.70573,328.8,1,1,2024-05-08,0504,T,61,6.1NRT,309.89,9.46,D
29.08265,79.45973,315.28,1.37,1.16,2024-05-08,0504,T,48,6.1NRT,296.95,9.04,D
29.04079,79.69421,326.61,1.42,1.18,2024-05-08,0504,T,53,6.1NRT,298.74,22.35,D
29.71545,75.46951,329.91,1,1,2024-05-08,0504,T,62,6.1NRT,312.68,9.66,D
29.03462,79.68631,323.85,1.42,1.18,2024-05-08,0504,T,58,6.1NRT,298.66,18.46,D
29.03218,79.70036,323.01,1.42,1.18,2024-05-08,0504,T,64,6.1NRT,299.05,15.58,D
29.97062,73.45729,336.02,1.1,1.05,2024-05-08,0504,T,73,6.1NRT,320.18,14.87,D
29.50049,76.77875,328.67,1.04,1.02,2024-05-08,0504,T,69,6.1NRT,305.65,14.1,D
29.6486,75.7294,328.98,1,1,2024-05-08,0504,T,61,6.1NRT,310.18,10.23,D
28.9786,79.76163,318.84,1.43,1.18,2024-05-08,0504,T,51,6.1NRT,298.52,9.76,D
29.82867,74.18414,335.34,1.04,1.02,2024-05-08,0504,T,71,6.1NRT,321,9.26,D
29.53718,76.23717,326.14,1.01,1.01,2024-05-08,0504,T,56,6.1NRT,308.86,7.48,D
29.54253,76.01974,328.21,1.01,1,2024-05-08,0504,T,63,6.1NRT,309.41,9.52,D
29.41112,76.63794,326.12,1.03,1.01,2024-05-08,0504,T,60,6.1NRT,305.91,10.16,D
29.65566,74.9078,332.66,1.01,1,2024-05-08,0504,T,64,6.1NRT,318.36,8.34,D
28.87499,79.82137,320.72,1.45,1.19,2024-05-08,0504,T,58,6.1NRT,298.9,13.8,D
28.87243,79.83575,324.43,1.46,1.19,2024-05-08,0504,T,75,6.1NRT,299.44,20.77,D
30.00486,72.12132,330.78,1.27,1.12,2024-05-08,0504,T,64,6.1NRT,311.25,15.4,D
30.00335,72.13418,328.43,1.27,1.12,2024-05-08,0504,T,50,6.1NRT,312.71,11.4,D
29.61813,75.04638,330.74,1,1,2024-05-08,0504,T,56,6.1NRT,316.43,7.62,D
29.36348,76.6498,333.09,1.03,1.01,2024-05-08,0504,T,77,6.1NRT,306.8,18.9,D
28.75574,79.908,319.95,1.48,1.2,2024-05-08,0504,T,66,6.1NRT,299.6,9.86,D
28.75312,79.92258,327.95,1.48,1.2,2024-05-08,0504,T,80,6.1NRT,301.07,26.75,D
29.64183,74.20387,337.04,1.04,1.02,2024-05-08,0504,T,74,6.1NRT,320.02,14.41,D
29.60112,74.50459,337.04,1.02,1.01,2024-05-08,0504,T,74,6.1NRT,321.25,13.47,D
29.58847,74.59698,338.89,1.02,1.01,2024-05-08,0504,T,78,6.1NRT,320.66,16.19,D
29.56733,74.75017,331.91,1.01,1.01,2024-05-08,0504,T,58,6.1NRT,317.65,7.57,D
29.94998,71.4374,326.25,1.39,1.17,2024-05-08,0504,T,45,6.1NRT,310.21,12.49,D
29.38132,75.72279,327.28,1,1,2024-05-08,0504,T,44,6.1NRT,310.49,6.84,D
29.17795,76.88953,323.98,1.05,1.02,2024-05-08,0504,T,46,6.1NRT,306.48,8.08,D
29.48792,74.65703,333.22,1.02,1.01,2024-05-08,0504,T,59,6.1NRT,317.55,7.85,D
28.47679,80.79749,320.87,1.71,1.28,2024-05-08,0504,T,71,6.1NRT,298.32,24.37,D
29.47955,74.5194,333.43,1.02,1.01,2024-05-08,0504,T,64,6.1NRT,319.53,7.84,D
29.14339,76.5136,341.32,1.03,1.01,2024-05-08,0504,T,85,6.1NRT,310.73,28.1,D
29.13034,76.4794,331.33,1.03,1.01,2024-05-08,0504,T,70,6.1NRT,309.5,13.18,D
29.4698,74.04395,339.22,1.05,1.02,2024-05-08,0504,T,78,6.1NRT,317.81,19.54,D
29.06795,76.76451,335.46,1.04,1.02,2024-05-08,0504,T,79,6.1NRT,308.34,21.95,D
29.37832,74.51004,335.34,1.02,1.01,2024-05-08,0504,T,70,6.1NRT,320.08,10.98,D
29.3769,74.52027,336.69,1.02,1.01,2024-05-08,0504,T,74,6.1NRT,320.69,12.69,D
29.10461,76.27952,326.95,1.02,1.01,2024-05-08,0504,T,44,6.1NRT,308.98,9.86,D
29.05642,76.41693,327.99,1.02,1.01,2024-05-08,0504,T,57,6.1NRT,309.23,9.39,D
29.02715,76.54833,328.1,1.03,1.01,2024-05-08,0504,T,60,6.1NRT,309.67,9.25,D
28.39272,80.30916,325.36,1.59,1.24,2024-05-08,0504,T,70,6.1NRT,300.01,27.56,D
29.34694,74.27287,332.35,1.03,1.01,2024-05-08,0504,T,60,6.1NRT,317.27,7.52,D
28.3819,80.30665,326.81,1.59,1.24,2024-05-08,0504,T,75,6.1NRT,299.48,30.13,D
29.02874,76.35908,328.4,1.02,1.01,2024-05-08,0504,T,58,6.1NRT,309.72,9.12,D
28.91385,76.9803,328.98,1.06,1.03,2024-05-08,0504,T,67,6.1NRT,307.4,13.95,D
28.99106,76.4188,332.13,1.02,1.01,2024-05-08,0504,T,69,6.1NRT,309.89,12.27,D
29.36538,73.72088,338.74,1.07,1.03,2024-05-08,0504,T,74,6.1NRT,321.11,19.04,D
28.98063,76.42729,328.74,1.03,1.01,2024-05-08,0504,T,58,6.1NRT,311.03,7.5,D
28.94562,76.35751,332.13,1.02,1.01,2024-05-08,0504,T,69,6.1NRT,309.97,13.65,D
28.94407,76.36768,328.36,1.02,1.01,2024-05-08,0504,T,51,6.1NRT,310.42,8.17,D
28.83345,77.01867,325.54,1.06,1.03,2024-05-08,0504,T,54,6.1NRT,306.67,9.31,D
28.93427,76.1823,338.89,1.02,1.01,2024-05-08,0504,T,80,6.1NRT,311.8,21.97,D
28.20164,80.58652,326.3,1.68,1.27,2024-05-08,0504,T,75,6.1NRT,297.73,31.73,D
28.91812,76.1688,331.42,1.02,1.01,2024-05-08,0504,T,53,6.1NRT,312.38,10.84,D
28.89356,76.33108,331.19,1.02,1.01,2024-05-08,0504,T,65,6.1NRT,309.95,12.19,D
28.80775,76.88818,326.83,1.05,1.03,2024-05-08,0504,T,55,6.1NRT,308.77,8.21,D
28.72544,76.8223,328.99,1.05,1.02,2024-05-08,0504,T,58,6.1NRT,310.19,10,D
29.22359,73.10315,334.68,1.12,1.05,2024-05-08,0504,T,68,6.1NRT,317.3,13.51,D
28.78117,76.28199,328.05,1.02,1.01,2024-05-08,0504,T,34,6.1NRT,310.03,8.08,D
29.41021,71.44908,332.87,1.36,1.16,2024-05-08,0504,T,66,6.1NRT,313.12,20.96,D
28.64134,76.7674,327.87,1.05,1.02,2024-05-08,0504,T,53,6.1NRT,309,9.8,D
27.77605,81.41109,318.05,1.95,1.36,2024-05-08,0504,T,57,6.1NRT,297.83,15.08,D
27.93946,80.06078,327.1,1.57,1.23,2024-05-08,0504,T,76,6.1NRT,300.42,24.2,D
28.52172,76.58199,332.31,1.04,1.02,2024-05-08,0504,T,67,6.1NRT,310.58,13.79,D
27.93701,80.05447,324.89,1.57,1.23,2024-05-08,0504,T,72,6.1NRT,300.37,20.64,D
29.27911,70.63193,331.69,1.52,1.22,2024-05-08,0504,T,61,6.1NRT,314.68,17.06,D
27.86826,79.3885,322.21,1.42,1.18,2024-05-08,0504,T,65,6.1NRT,302.66,10.82,D
28.47268,69.74301,334.6,1.7,1.28,2024-05-08,0506,T,53,6.1NRT,312.97,30.64,D
26.70125,75.47588,335.9,1.01,1.01,2024-05-08,0506,T,72,6.1NRT,318.16,11.48,D
25.79424,78.91257,333.64,1.45,1.19,2024-05-08,0506,T,77,6.1NRT,310.25,24.7,D
25.76612,78.95012,333.51,1.46,1.19,2024-05-08,0506,T,76,6.1NRT,309.38,23.36,D
25.68992,78.6712,331.82,1.4,1.17,2024-05-08,0506,T,73,6.1NRT,311.66,16.69,D
25.68347,78.66334,330.19,1.4,1.17,2024-05-08,0506,T,65,6.1NRT,311.54,12.29,D
25.56085,76.15753,333.77,1.06,1.03,2024-05-08,0506,T,66,6.1NRT,318.72,9.64,D
24.70143,81.07309,327.01,2.15,1.42,2024-05-08,0506,T,64,6.1NRT,304.81,24.63,D
24.7001,81.06623,326.68,2.15,1.42,2024-05-08,0506,T,56,6.1NRT,304.58,22.63,D
25.44334,76.08105,339.76,1.06,1.03,2024-05-08,0506,T,79,6.1NRT,319.27,17.64,D
25.46442,75.82404,343.87,1.04,1.02,2024-05-08,0506,T,85,6.1NRT,319.76,26.69,D
25.46287,75.83411,345.4,1.04,1.02,2024-05-08,0506,T,87,6.1NRT,318.36,29.35,D
25.43946,75.74722,340.48,1.04,1.02,2024-05-08,0506,T,81,6.1NRT,318.51,19.12,D
25.18865,76.16931,334.39,1.07,1.03,2024-05-08,0506,T,68,6.1NRT,317.33,11.03,D
25.18703,76.17964,336.18,1.07,1.03,2024-05-08,0506,T,72,6.1NRT,317.49,14.16,D
25.05648,76.06869,333.04,1.07,1.03,2024-05-08,0506,T,63,6.1NRT,317.25,9.45,D
24.60285,76.87431,335.7,1.16,1.07,2024-05-08,0506,T,73,6.1NRT,319.01,11.26,D
24.16163,78.44615,330.33,1.45,1.19,2024-05-08,0506,T,64,6.1NRT,311.99,15.11,D
24.69813,74.32577,334.89,1,1,2024-05-08,0506,T,72,6.1NRT,314.75,13.11,D
23.73483,77.56574,328.96,1.3,1.13,2024-05-08,0506,T,52,6.1NRT,312.06,9.79,D
24.14962,73.45145,332.13,1.01,1.01,2024-05-08,0506,T,70,6.1NRT,315.46,9.67,D
22.03954,83.75085,317.91,3.87,1.83,2024-05-08,0506,T,46,6.1NRT,299.33,40.28,D
22.39408,79.8764,329.2,1.96,1.37,2024-05-08,0506,T,76,6.1NRT,306.93,27.98,D
22.40096,79.87224,329.81,1.96,1.37,2024-05-08,0506,T,77,6.1NRT,307.23,30.68,D
22.77813,76.36742,330.74,1.16,1.07,2024-05-08,0506,T,72,6.1NRT,312.42,10.94,D
22.74885,69.60596,311.68,1.45,1.19,2024-05-08,0506,T,35,6.1NRT,300.4,9.88,D
19.7851,74.80167,332.04,1.07,1.03,2024-05-08,0508,T,64,6.1NRT,313.53,10.5,D
18.59947,77.77145,326.68,1.64,1.26,2024-05-08,0508,T,59,6.1NRT,306.41,13.24,D
19.52344,71.30408,311.93,1.08,1.04,2024-05-08,0508,T,52,6.1NRT,296.33,6.95,D
32.85129,74.4402,322.91,1.08,1.04,2024-05-08,0504,T,58,6.1NRT,308.58,8.25,D
32.56182,74.75381,327.09,1.05,1.02,2024-05-08,0504,T,71,6.1NRT,308.45,11.68,D
32.56038,74.76469,332.04,1.05,1.02,2024-05-08,0504,T,79,6.1NRT,308.95,18.05,D
32.55168,74.82983,324.52,1.04,1.02,2024-05-08,0504,T,63,6.1NRT,307.46,8.59,D
32.5427,74.82822,327.96,1.04,1.02,2024-05-08,0504,T,73,6.1NRT,307.47,12.07,D
32.53805,74.79406,327.08,1.05,1.02,2024-05-08,0504,T,71,6.1NRT,307.84,10.63,D
32.51351,74.97764,329.39,1.03,1.02,2024-05-08,0504,T,71,6.1NRT,309.43,12.69,D
32.55027,74.56115,330.46,1.06,1.03,2024-05-08,0504,T,76,6.1NRT,307.97,18.22,D
32.49995,74.94213,332.83,1.04,1.02,2024-05-08,0504,T,73,6.1NRT,308.46,17.11,D
32.49244,74.92974,325.58,1.04,1.02,2024-05-08,0504,T,49,6.1NRT,308.07,7.9,D
32.491,74.94051,328,1.04,1.02,2024-05-08,0504,T,74,6.1NRT,308.77,11.16,D
32.48956,74.95126,326.63,1.04,1.02,2024-05-08,0504,T,31,6.1NRT,310.28,8.45,D
32.45336,75.15269,322.7,1.03,1.01,2024-05-08,0504,T,67,6.1NRT,306.75,7.34,D
32.58442,73.7949,325.7,1.13,1.06,2024-05-08,0504,T,60,6.1NRT,311.67,9.98,D
32.37231,75.33758,337,1.02,1.01,2024-05-08,0504,T,85,6.1NRT,307.43,24.55,D
32.5025,73.32156,333.3,1.18,1.08,2024-05-08,0504,T,77,6.1NRT,311.44,21.99,D
32.12516,75.3974,324.37,1.01,1.01,2024-05-08,0504,T,57,6.1NRT,307.69,6.85,D
32.12084,75.42875,326.72,1.01,1.01,2024-05-08,0504,T,67,6.1NRT,307.81,9.56,D
32.10995,75.43089,329.44,1.01,1.01,2024-05-08,0504,T,75,6.1NRT,308.06,13.47,D
32.10533,75.33351,325.7,1.01,1.01,2024-05-08,0504,T,61,6.1NRT,308.3,7.32,D
32.07776,75.53174,327.35,1.01,1,2024-05-08,0504,T,72,6.1NRT,307.51,10.45,D
32.05115,75.46268,326.24,1.01,1,2024-05-08,0504,T,69,6.1NRT,308.95,8.12,D
32.19408,74.32629,331.69,1.07,1.03,2024-05-08,0504,T,74,6.1NRT,312.25,16.68,D
32.04193,75.33247,327.23,1.01,1.01,2024-05-08,0504,T,71,6.1NRT,309.5,8.65,D
32.15493,73.75713,334.19,1.12,1.06,2024-05-08,0504,T,58,6.1NRT,316.27,19.1,D
31.91815,75.5596,326.9,1.01,1,2024-05-08,0504,T,31,6.1NRT,306.66,7.91,D
37.93359,57.10861,315.1,1.28,1.12,2024-05-08,0642,T,64,6.1NRT,297.36,9.79,D
37.93108,57.12247,313.6,1.29,1.13,2024-05-08,0642,T,60,6.1NRT,297.36,8.4,D
36.15408,54.3279,313.75,1.06,1.03,2024-05-08,0642,T,50,6.1NRT,299.22,3.84,D
36.15229,54.33928,313.56,1.06,1.03,2024-05-08,0642,T,49,6.1NRT,298.71,3.79,D
29.60168,55.53531,320.89,1.49,1.21,2024-05-08,0644,T,38,6.1NRT,305.83,7.55,D
28.78911,55.03679,319.61,1.44,1.19,2024-05-08,0644,T,36,6.1NRT,304.72,7.95,D
10.94596,98.8168,363.88,1.5,1.21,2024-05-08,0741,A,75,6.1NRT,290.16,162.7,D
12.50141,98.88448,314.02,1.6,1.25,2024-05-08,0741,A,16,6.1NRT,291.49,7.59,D
15.9024,95.53425,321.02,1.11,1.05,2024-05-08,0744,A,56,6.1NRT,300.11,7.42,D
16.0536,94.54605,336.18,1.03,1.01,2024-05-08,0744,A,64,6.1NRT,309.97,18.7,D
16.01423,94.26486,334.8,1.02,1.01,2024-05-08,0744,A,80,6.1NRT,305.1,21.07,D
16.21492,94.65134,331.99,1.04,1.02,2024-05-08,0744,A,50,6.1NRT,307.98,9.88,D
16.3854,95.34903,327.76,1.1,1.05,2024-05-08,0744,A,60,6.1NRT,306.67,11.65,D
16.38403,95.33892,334.89,1.1,1.05,2024-05-08,0744,A,81,6.1NRT,306.92,22.32,D
16.35361,95.04859,322.68,1.07,1.03,2024-05-08,0744,A,0,6.1NRT,300.5,9.71,D
17.02904,100.29931,327.46,2.41,1.5,2024-05-08,0744,A,66,6.1NRT,299.32,34.52,D
16.39384,95.20434,326.84,1.09,1.04,2024-05-08,0744,A,46,6.1NRT,302.26,14.65,D
16.33495,94.71442,323.02,1.05,1.02,2024-05-08,0744,A,23,6.1NRT,301.19,5.98,D
17.03743,100.29309,327.55,2.41,1.5,2024-05-08,0744,A,55,6.1NRT,299.44,35.58,D
16.37659,94.88966,328.22,1.06,1.03,2024-05-08,0744,A,66,6.1NRT,307.39,10.51,D
16.47374,94.32642,338,1.02,1.01,2024-05-08,0744,A,85,6.1NRT,307.22,26.74,D
16.69278,95.30614,332.18,1.1,1.05,2024-05-08,0744,A,59,6.1NRT,307,14.66,D
16.71643,95.28563,328.68,1.1,1.05,2024-05-08,0744,A,42,6.1NRT,308.06,9.68,D
16.61716,94.55898,333,1.04,1.02,2024-05-08,0744,A,74,6.1NRT,307.18,14.95,D
16.67195,94.68786,340.22,1.05,1.02,2024-05-08,0744,A,81,6.1NRT,307.89,26.7,D
16.86401,95.85574,329.52,1.18,1.08,2024-05-08,0744,A,44,6.1NRT,307.6,16.44,D
16.7117,94.71558,333.61,1.05,1.02,2024-05-08,0744,A,31,6.1NRT,307.05,17.56,D
16.74206,94.86983,339.15,1.06,1.03,2024-05-08,0744,A,73,6.1NRT,304.67,30.26,D
16.90895,95.82719,334.71,1.17,1.08,2024-05-08,0744,A,78,6.1NRT,308.71,22.74,D
16.90751,95.81641,334.35,1.17,1.08,2024-05-08,0744,A,78,6.1NRT,307.31,21.43,D
16.76508,94.76687,335.43,1.06,1.03,2024-05-08,0744,A,73,6.1NRT,309.47,17.65,D
16.74233,94.60277,328.02,1.04,1.02,2024-05-08,0744,A,66,6.1NRT,307.77,9.89,D
16.76208,94.67838,335.03,1.05,1.02,2024-05-08,0744,A,79,6.1NRT,307.3,19.4,D
16.7527,94.611,328.04,1.04,1.02,2024-05-08,0744,A,64,6.1NRT,306.07,9.06,D
16.9999,95.96273,330.55,1.2,1.09,2024-05-08,0744,A,62,6.1NRT,307.76,15.47,D
17.01973,96.03877,330.6,1.21,1.09,2024-05-08,0744,A,59,6.1NRT,309.94,14.05,D
17.2129,97.37818,323.05,1.47,1.2,2024-05-08,0744,A,29,6.1NRT,301.57,10.38,D
17.08253,96.36548,336.52,1.26,1.12,2024-05-08,0744,A,70,6.1NRT,309.17,23.15,D
16.84795,94.62923,327.23,1.05,1.02,2024-05-08,0744,A,63,6.1NRT,305.49,10.63,D
17.09242,96.36408,336.69,1.26,1.12,2024-05-08,0744,A,74,6.1NRT,311.07,21.61,D
16.85222,94.46217,331.05,1.04,1.02,2024-05-08,0744,A,72,6.1NRT,304.64,19.07,D
16.90871,94.7428,328.94,1.06,1.03,2024-05-08,0744,A,0,6.1NRT,306.6,10.82,D
17.15747,95.83829,332.57,1.18,1.08,2024-05-08,0744,A,61,6.1NRT,310.3,15.28,D
17.11656,95.52805,334.76,1.14,1.06,2024-05-08,0744,A,74,6.1NRT,310.32,19.54,D
17.12599,95.52666,336.74,1.14,1.06,2024-05-08,0744,A,81,6.1NRT,308.87,22.28,D
17.12319,95.50568,330.19,1.14,1.06,2024-05-08,0744,A,64,6.1NRT,308.58,12.95,D
17.12002,95.41043,324.46,1.13,1.06,2024-05-08,0744,A,19,6.1NRT,304.25,7.13,D
17.23325,96.1908,330.9,1.24,1.11,2024-05-08,0744,A,72,6.1NRT,308.72,18.05,D
17.23175,96.17936,328.89,1.24,1.1,2024-05-08,0744,A,66,6.1NRT,308.07,14.49,D
17.18683,95.54996,333.33,1.14,1.07,2024-05-08,0744,A,65,6.1NRT,308.27,19.78,D
17.18762,95.44794,328.79,1.13,1.06,2024-05-08,0744,A,66,6.1NRT,307.77,10.43,D
17.18415,95.00083,332.86,1.08,1.04,2024-05-08,0744,A,69,6.1NRT,308.27,12.55,D
17.23785,95.12986,341.53,1.1,1.05,2024-05-08,0744,A,84,6.1NRT,309.76,27.85,D
17.22885,94.85561,334.71,1.07,1.03,2024-05-08,0744,A,78,6.1NRT,308.68,16.93,D
17.25003,94.67204,334.12,1.06,1.03,2024-05-08,0744,A,77,6.1NRT,302.78,25.01,D
17.29339,94.65974,334.39,1.06,1.03,2024-05-08,0744,A,77,6.1NRT,302.93,26.83,D
17.29205,94.65003,341.87,1.06,1.03,2024-05-08,0744,A,81,6.1NRT,304.18,39.45,D
17.55325,96.46037,327.76,1.29,1.13,2024-05-08,0744,A,66,6.1NRT,306.25,18.01,D
17.58281,95.83019,325.45,1.19,1.09,2024-05-08,0744,A,44,6.1NRT,306.2,8.22,D
17.44905,94.77885,326.39,1.07,1.03,2024-05-08,0744,A,48,6.1NRT,303.73,14.04,D
17.76718,94.9618,331.2,1.09,1.04,2024-05-08,0744,A,63,6.1NRT,305.19,16.33,D
17.97272,95.53191,342.21,1.16,1.07,2024-05-08,0744,A,87,6.1NRT,313.63,28.55,D
17.94858,95.35061,334.94,1.14,1.06,2024-05-08,0744,A,69,6.1NRT,311.18,11.57,D
17.98223,95.53053,340.88,1.16,1.07,2024-05-08,0744,A,87,6.1NRT,313.43,25.06,D
18.77935,98.11179,334.3,1.75,1.3,2024-05-08,0744,A,84,6.1NRT,308.29,51.81,D
18.36851,94.51252,335.03,1.06,1.03,2024-05-08,0744,A,74,6.1NRT,304.16,22.13,D
18.6849,94.39465,329.83,1.06,1.03,2024-05-08,0744,A,61,6.1NRT,306.46,16.77,D
18.69308,94.39783,326.48,1.06,1.03,2024-05-08,0744,A,50,6.1NRT,305.47,14.56,D
18.94627,94.42729,326.03,1.07,1.03,2024-05-08,0744,A,48,6.1NRT,303.2,14.48,D
19.62545,97.73498,323.02,1.68,1.28,2024-05-08,0744,A,49,6.1NRT,304.11,16.5,D
